"Provider_Number","HOSPITAL","ADDRESS","CITY","STATE",ZIP,"COUNTY","Readmit_2015","Readmit_2016","Readmit_2017","Readmit_2018","Readmit_2019","Readmit_2020"
"230270","BEAUMONT HOSPITAL - TAYLOR","10000 TELEGRAPH ROAD","TAYLOR","MI",48180,"WAYNE","0.52","0.70","0.55","1.21","0.62","1.37"
"230273","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","4201 ST ANTOINE ST - 3M","DETROIT","MI",48201,"WAYNE","0.73","0.85","1.23","0.92","0.64","0.33"
"230277","HURON VALLEY-SINAI HOSPITAL","ONE WILLIAM CARLS DRIVE","COMMERCE TOWNSHIP","MI",48382,"OAKLAND","1.62","1.88","0.92","0.48","0.42","0.78"
"230297","KARMANOS CANCER CENTER","4100 JOHN R","DETROIT","MI",48201,"WAYNE","No Penalty","No Penalty","0.02","0.02","0.01","No Penalty"
"230301","SURGEONS CHOICE MEDICAL CENTER","22401 FOSTER WINTER DRIVE","SOUTHFIELD","MI",48075,"OAKLAND","No Penalty","No Penalty","0.14","No Penalty","0.28","No Penalty"
"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","WEST BLOOMFIELD","MI",48322,"OAKLAND","0.21","0.44","1.04","1.91","1.94","2.31"
"240001","NORTH MEMORIAL HEALTH","3300 OAKDALE NORTH","ROBBINSDALE","MN",55422,"HENNEPIN","No Penalty","No Penalty","0.01","0.08","No Penalty","0.03"
"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","DULUTH","MN",55805,"ST. LOUIS","0.13","0.21","0.25","0.13","0.07","No Penalty"
"240004","HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE","MINNEAPOLIS","MN",55415,"HENNEPIN","0.17","0.24","0.20","0.28","0.13","0.05"
"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","ROCHESTER","MN",55904,"OLMSTED","No Penalty","No Penalty","No Penalty","0.03","0.16","0.10"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","ROCHESTER","MN",55902,"OLMSTED","0.05","No Penalty","0.19","0.07","0.09","No Penalty"
"240014","NORTHFIELD HOSPITAL","2000 NORTH AVENUE","NORTHFIELD","MN",55057,"RICE","0.03","0.06","0.04","0.17","0.95","1.13"
"240018","MAYO CLINIC HEALTH SYSTEM - RED WING","701 HEWITT BOULEVARD, PO BOX 95","RED WING","MN",55066,"GOODHUE","1.39","0.69","0.13","0.11","0.03","0.30"
"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","DULUTH","MN",55805,"ST. LOUIS","No Penalty","0.02","No Penalty","0.06","0.01","0.02"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE","CAMBRIDGE","MN",55008,"ISANTI","0.82","1.04","0.11","0.12","0.50","0.82"
"240022","SANFORD WORTHINGTON MEDICAL CENTER","1018 SIXTH AVENUE PO BOX 997","WORTHINGTON","MN",56187,"NOBLES","0.11","0.13","0.13","0.27","No Penalty","0.22"
"240030","ALOMERE HEALTH","111 17TH AVENUE EAST","ALEXANDRIA","MN",56308,"DOUGLAS","0.34","1.26","1.13","0.32","0.05","0.01"
"240036","ST CLOUD HOSPITAL","1406 6TH AVE NORTH","SAINT CLOUD","MN",56303,"STEARNS","0.05","0.10","0.21","0.07","0.09","0.13"
"240038","UNITED HOSPITAL","333 NORTH SMITH AVENUE","SAINT PAUL","MN",55102,"RAMSEY","0.19","0.26","0.50","0.47","0.26","0.22"
"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 EAST 34TH ST","HIBBING","MN",55746,"ST. LOUIS","0.25","0.23","0.24","0.21","0.25","0.12"
"240043","MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN","404 WEST FOUNTAIN STREET","ALBERT LEA","MN",56007,"FREEBORN","No Penalty","0.20","0.71","0.20","0.31","0.29"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","WINONA","MN",55987,"WINONA","0.22","0.52","0.37","0.74","0.18","0.03"
"240047","ST LUKES HOSPITAL","915 EAST 1ST STREET","DULUTH","MN",55805,"ST. LOUIS","No Penalty","No Penalty","0.64","0.52","0.35","0.07"
"240050","FAIRVIEW LAKES MEDICAL CENTER","5200 FAIRVIEW BOULEVARD","WYOMING","MN",55092,"CHISAGO","0.08","0.20","0.17","No Penalty","No Penalty","0.05"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","FERGUS FALLS","MN",56537,"OTTER TAIL","No Penalty","No Penalty","0.19","0.29","0.46","0.14"
"240053","PARK NICOLLET METHODIST HOSPITAL","6500 EXCELSIOR BLVD","SAINT LOUIS PARK","MN",55426,"HENNEPIN","0.13","0.11","0.21","0.05","0.02","0.15"
"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","WACONIA","MN",55387,"CARVER","0.29","0.04","No Penalty","0.15","0.30","0.24"
"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","MINNEAPOLIS","MN",55407,"HENNEPIN","0.11","0.11","0.09","0.18","0.23","0.19"
"240059","REGINA HOSPITAL","1175 NININGER ROAD","HASTINGS","MN",55033,"DAKOTA","1.25","1.94","0.96","0.25","0.19","0.12"
"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","SAINT PAUL","MN",55102,"RAMSEY","0.03","0.04","0.04","0.16","0.18","0.21"
"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","GRAND RAPIDS","MN",55744,"ITASCA","0.28","No Penalty","0.10","0.07","0.01","0.14"
"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","STILLWATER","MN",55082,"WASHINGTON","0.03","No Penalty","No Penalty","0.05","0.10","0.07"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","OWATONNA","MN",55060,"STEELE","1.87","1.25","1.14","0.80","0.25","0.20"
"240071","DISTRICT ONE HOSPITAL","200 STATE AVENUE","FARIBAULT","MN",55021,"RICE","0.65","0.41","0.39","0.23","0.44","0.10"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","BRAINERD","MN",56401,"CROW WING","0.11","0.12","0.71","0.47","0.20","0.18"
"240076","BUFFALO HOSPITAL","303 CATLIN ST","BUFFALO","MN",55313,"WRIGHT","0.33","0.30","0.32","0.16","No Penalty","0.02"
"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","MN",55435,"HENNEPIN","No Penalty","No Penalty","0.17","0.23","0.21","0.31"
"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","MINNEAPOLIS","MN",55454,"HENNEPIN","0.14","0.17","0.22","0.17","0.08","0.04"
"240084","ESSENTIA HEALTH VIRGINIA","901 9TH STREET NORTH","VIRGINIA","MN",55792,"ST. LOUIS","No Penalty","0.18","0.46","0.92","0.75","0.90"
"240088","CARRIS HEALTH LLC","301 BECKER AVE SW","WILLMAR","MN",56201,"KANDIYOHI","No Penalty","0.31","0.15","0.20","0.09","No Penalty"
"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET","MANKATO","MN",56001,"BLUE EARTH","No Penalty","0.07","0.11","0.06","0.15","0.06"
"240100","SANFORD BEMIDJI MEDICAL CENTER","1300 ANNE ST NW","BEMIDJI","MN",56601,"BELTRAMI","0.17","0.01","0.09","No Penalty","No Penalty","No Penalty"
"240101","ESSENTIA HEALTH ST MARYS - DETROIT LAKES","1027 WASHINGTON AVE","DETROIT LAKES","MN",56501,"BECKER","0.02","0.01","No Penalty","0.02","0.09","0.22"
"240104","ST FRANCIS REGIONAL MEDICAL CENTER","1455 ST FRANCIS AVENUE","SHAKOPEE","MN",55379,"SCOTT","0.89","0.81","0.22","0.32","0.17","0.27"
"240106","REGIONS HOSPITAL","640 JACKSON STREET","SAINT PAUL","MN",55101,"RAMSEY","No Penalty","0.01","0.19","0.06","No Penalty","No Penalty"
"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","COON RAPIDS","MN",55433,"ANOKA","0.42","0.22","0.23","0.19","0.26","0.20"
"240141","FAIRVIEW NORTHLAND REGIONAL HOSPITAL","911 NORTHLAND DR","PRINCETON","MN",55371,"MILLE LACS","No Penalty","No Penalty","No Penalty","0.25","0.29","0.06"
"240166","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","800 MEDICAL CENTER DRIVE, PO BOX 800","FAIRMONT","MN",56031,"MARTIN","1.62","0.77","0.98","0.42","0.68","0.05"
"240187","HUTCHINSON HEALTH","1095 HIGHWAY 15 SOUTH","HUTCHINSON","MN",55350,"MC LEOD","0.50","0.10","No Penalty","No Penalty","0.03","0.02"
"240206","RED LAKE HOSPITAL A","PO BOX 497","REDLAKE","MN",56671,"BELTRAMI","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","BURNSVILLE","MN",55337,"DAKOTA","0.70","0.58","0.94","0.67","0.09","0.40"
"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","MAPLEWOOD","MN",55109,"RAMSEY","0.15","0.09","0.02","0.12","0.12","0.09"
"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","WOODBURY","MN",55125,"WASHINGTON","0.02","0.08","0.04","0.02","0.01","0.01"
"240214","MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE","MAPLE GROVE","MN",55369,"HENNEPIN","0.20","0.59","0.19","0.03","0.07","0.07"
"250001","UNIVERSITY OF MISSISSIPPI MED CENTER","2500 N STATE ST","JACKSON","MS",39216,"HINDS","0.40","0.34","0.27","0.17","0.03","0.17"
"250002","TISHOMINGO HEALTH SERVICES INC","1777 CURTIS DRIVE","IUKA","MS",38852,"TISHOMINGO","No Penalty","No Penalty","0.12","0.16","0.35","0.15"
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","TUPELO","MS",38801,"LEE","0.12","0.61","0.61","0.34","0.21","0.31"
"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","NEW ALBANY","MS",38652,"UNION","0.92","1.29","0.66","0.33","0.06","0.34"
"250007","MERIT HEALTH BILOXI","150 REYNOIR STREET","BILOXI","MS",39530,"HARRISON","0.41","0.36","0.44","0.49","0.80","0.89"
"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","CORINTH","MS",38834,"ALCORN","1.09","1.94","1.92","2.34","2.06","2.34"
"250012","ALLIANCE HEALTHCARE SYSTEM","1430 HIGHWAY 4 EAST / P O BOX 6000","HOLLY SPRINGS","MS",38635,"MARSHALL","0.67","0.29","0.57","0.47","0.48","0.47"
"250017","TRACE REGIONAL HOSP AND SWING BED","1002 EAST MADISON STREET","HOUSTON","MS",38851,"CHICKASAW","0.52","0.41","0.06","0.13","No Penalty","No Penalty"
"250018","JASPER GENERAL HOSPITAL","15 SOUTH 6TH STREET","BAY SPRINGS","MS",39422,"JASPER","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH STREET","GULFPORT","MS",39502,"HARRISON","0.08","0.19","0.57","0.86","0.68","0.43"
"250020","WEBSTER GENERAL HOSPITAL/ SWING BED","70 MEDICAL PLAZA","EUPORA","MS",39744,"WEBSTER","0.68","0.13","2.62","3.00","3.00","1.19"
"250025","NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY","1105 EARL FRYE BLVD","AMORY","MS",38821,"MONROE","0.73","0.47","0.68","0.80","0.47","0.76"
"250027","WINSTON MEDICAL CENTER & SWINGBED","17550 EAST MAIN STREET","LOUISVILLE","MS",39339,"WINSTON","No Penalty","No Penalty","No Penalty","0.60","0.44","0.15"
"250031","MERIT HEALTH RIVER REGION","2100 HWY 61 N","VICKSBURG","MS",39183,"WARREN","0.94","1.12","1.85","1.52","1.45","1.34"
"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","1100 BELK BLVD","OXFORD","MS",38655,"LAFAYETTE","0.14","0.16","0.12","0.27","0.79","0.70"
"250036","GEORGE REGIONAL HEALTH SYSTEM","859 WINTER STREET","LUCEDALE","MS",39452,"GEORGE","0.48","0.59","0.65","0.23","1.02","0.63"
"250038","MERIT HEALTH MADISON","161 RIVER OAKS DRIVE","CANTON","MS",39046,"MADISON","0.81","0.83","0.63","0.87","0.27","0.21"
"250040","SINGING RIVER HEALTH SYSTEM","2809 DENNY AV","PASCAGOULA","MS",39581,"JACKSON","1.75","0.97","0.99","0.94","1.54","2.18"
"250042","NORTHWEST MISSISSIPPI MEDICAL CENTER","1970 HOSPITAL DRIVE","CLARKSDALE","MS",38614,"COAHOMA","1.27","0.88","1.20","1.38","0.79","0.25"
"250043","NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE","PHILADELPHIA","MS",39350,"NESHOBA","0.68","0.78","1.03","0.91","0.20","0.39"
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","BOONEVILLE","MS",38829,"PRENTISS","0.25","0.01","No Penalty","0.01","No Penalty","0.19"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","JACKSON","MS",39216,"HINDS","0.46","0.61","0.72","0.33","0.68","0.39"
"250049","BEACHAM MEMORIAL HOSPITAL","205 N CHERRY STREET","MAGNOLIA","MS",39652,"PIKE","0.43","0.05","0.12","No Penalty","0.09","0.38"
"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD /MAIL PO BOX 1506","STARKVILLE","MS",39759,"OKTIBBEHA","0.84","0.78","0.46","0.56","0.60","1.10"
"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","BROOKHAVEN","MS",39601,"LINCOLN","0.27","0.05","0.15","0.09","0.48","1.09"
"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","LAUREL","MS",39440,"JONES","0.30","0.19","1.73","2.55","2.10","1.47"
"250060","JEFFERSON COUNTY HOSPITAL","870 S MAIN","FAYETTE","MS",39069,"JEFFERSON","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"250061","YALOBUSHA GENERAL HOSPITAL","630 SOUTH MAIN STREET","WATER VALLEY","MS",38965,"YALOBUSHA","0.68","0.31","1.36","0.73","0.41","0.33"
"250067","CLAY COUNTY MEDICAL CENTER","150 MEDICAL CENTER DR","WEST POINT","MS",39773,"CLAY","0.70","0.67","0.15","0.17","0.06","0.03"
"250069","RUSH FOUNDATION HOSPITAL","1314 19TH AVE","MERIDIAN","MS",39301,"LAUDERDALE","0.82","0.58","2.09","1.53","0.65","0.04"
"250072","MERIT HEALTH CENTRAL","1850 CHADWICK DR","JACKSON","MS",39204,"HINDS","0.38","0.31","0.76","1.11","0.62","0.44"
"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","WAYNESBORO","MS",39367,"WAYNE","1.41","1.01","2.01","0.27","0.14","0.09"
"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","HATTIESBURG","MS",39404,"FORREST","0.96","1.45","2.53","3.00","1.65","1.53"
"250079","SHARKEY ISSAQUENA COMMUNITY HOSPITAL","47 SOUTH FOURTH ST","ROLLING FORK","MS",39159,"SHARKEY","0.43","0.60","0.27","0.76","0.10","0.01"
"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","MS",38704,"WASHINGTON","0.26","0.11","0.35","0.19","No Penalty","0.28"
"250084","MERIT HEALTH NATCHEZ","52 SERGEANT PRENTISS DRIVE","NATCHEZ","MS",39120,"ADAMS","0.13","0.13","0.11","0.06","0.06","0.23"
"250085","MARION GENERAL HOSPITAL","1560 SUMRALL RD","COLUMBIA","MS",39429,"MARION","0.81","1.16","2.51","0.89","0.10","No Penalty"
"250093","BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","CLEVELAND","MS",38732,"BOLIVAR","1.52","1.10","1.72","1.91","1.80","1.90"
"250094","MERIT HEALTH WESLEY","5001 W HARDY ST","HATTIESBURG","MS",39402,"LAMAR","1.26","2.07","0.69","0.67","0.56","0.68"
"250095","SOUTH SUNFLOWER COUNTY HOSPITAL","121 E BAKER ST","INDIANOLA","MS",38751,"SUNFLOWER","0.85","0.94","1.54","0.21","No Penalty","0.03"
"250096","MERIT HEALTH RANKIN","350 CROSSGATES BLVD","BRANDON","MS",39042,"RANKIN","0.26","0.16","0.86","1.40","0.53","0.41"
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","MCCOMB","MS",39649,"PIKE","1.57","0.87","1.28","0.52","0.60","0.37"
"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD","GREENWOOD","MS",38935,"LEFLORE","0.26","0.01","0.58","1.09","0.71","0.47"
"250100","BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC","2520 5TH STREET N","COLUMBUS","MS",39701,"LOWNDES","0.05","0.47","0.86","0.79","0.73","0.45"
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","JACKSON","MS",39202,"HINDS","0.36","0.21","0.44","0.44","0.44","0.69"
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 ST","MERIDIAN","MS",39301,"LAUDERDALE","0.40","0.18","0.49","0.68","0.86","0.96"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","PICAYUNE","MS",39466,"PEARL RIVER","1.25","1.23","0.64","0.12","1.02","1.69"
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","GULFPORT","MS",39503,"HARRISON","0.91","1.44","2.30","2.18","0.85","0.23"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","MAGEE","MS",39111,"SIMPSON","0.20","0.50","0.21","0.58","No Penalty","No Penalty"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","SENATOBIA","MS",38668,"TATE","0.78","0.60","1.50","1.16","0.20","0.23"
"250127","CHOCTAW HEALTH CENTER","ROUTE 7 BOX R50","PHILADELPHIA","MS",39350,"NESHOBA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"250128","PANOLA MEDICAL CENTER","303 MEDICAL CENTER DRIVE","BATESVILLE","MS",38606,"PANOLA","0.29","0.34","0.21","0.51","0.42","0.29"
"250134","WHITFIELD MEDICAL SURGICAL HOSPITAL","3550 HWY 468 W, BLDG 60","WHITFIELD","MS",39193,"RANKIN","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"250138","MERIT HEALTH RIVER OAKS","1030 RIVER OAKS DRIVE","FLOWOOD","MS",39232,"RANKIN","3.00","0.21","0.69","0.33","1.27","0.39"
"250141","BAPTIST MEMORIAL HOSPITAL DESOTO","7601 SOUTHCREST PARKWAY","SOUTHAVEN","MS",38671,"DE SOTO","1.68","1.32","1.86","1.99","1.65","2.18"
"250162","OCHSNER MEDICAL CENTER-HANCOCK","149 DRINKWATER BLVD","BAY SAINT LOUIS","MS",39520,"HANCOCK","0.19","0.49","0.39","0.60","0.33","0.15"
"260001","MERCY HOSPITAL JOPLIN","100 MERCY WAY","JOPLIN","MO",64804,"JASPER","0.78","0.20","1.05","1.31","1.97","1.56"
"260004","COOPER COUNTY COMMUNITY HOSPITAL","17651 B HWY","BOONVILLE","MO",65233,"COOPER","No Penalty","No Penalty","0.26","0.21","0.08","0.04"
"260005","SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","300 1ST CAPITOL DR","SAINT CHARLES","MO",63301,"ST. CHARLES","0.63","0.52","1.58","0.90","0.71","0.05"
"260006","MOSAIC LIFE CARE AT ST JOSEPH","5325 FARAON STREET","SAINT JOSEPH","MO",64506,"BUCHANAN","0.10","No Penalty","No Penalty","No Penalty","No Penalty","0.17"
"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","SEDALIA","MO",65302,"PETTIS","0.19","0.93","1.04","1.44","1.46","0.91"
"260011","SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","2505 MISSION DRIVE","JEFFERSON CITY","MO",65109,"COLE","1.63","1.57","1.94","1.47","1.30","0.55"
"260017","PHELPS HEALTH","1000 W 10TH ST","ROLLA","MO",65401,"PHELPS","No Penalty","No Penalty","0.64","0.94","0.55","No Penalty"
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","SAINT LOUIS","MO",63141,"ST. LOUIS","1.07","0.42","0.47","0.08","0.18","0.40"
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","KIRKSVILLE","MO",63501,"ADAIR","0.11","0.23","No Penalty","0.09","0.06","0.17"
"260023","MERCY HOSPITAL JEFFERSON","1400 US HIGHWAY 61","FESTUS","MO",63028,"JEFFERSON","2.08","1.97","2.53","2.83","2.22","1.70"
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","HOUSTON","MO",65483,"TEXAS","0.35","0.44","0.30","0.50","0.90","1.18"
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","HANNIBAL","MO",63401,"MARION","0.21","0.57","1.08","2.49","0.34","0.52"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","KANSAS CITY","MO",64132,"JACKSON","0.26","0.26","0.21","0.23","0.44","0.59"
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","SAINT LOUIS","MO",63110,"ST. LOUIS CITY","0.39","0.24","0.23","0.23","0.31","0.37"
"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","BUTLER","MO",64730,"BATES","0.16","1.14","1.12","1.73","0.12","No Penalty"
"260040","COX MEDICAL CENTERS","3801 SOUTH NATIONAL AVENUE","SPRINGFIELD","MO",65807,"GREENE","0.07","No Penalty","0.36","0.46","0.06","0.52"
"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","JEFFERSON CITY","MO",65102,"COLE","0.25","0.54","0.02","0.27","0.16","0.46"
"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 HOLMES STREET","KANSAS CITY","MO",64108,"JACKSON","0.08","0.11","0.16","0.08","0.06","0.01"
"260050","SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE","2016 SOUTH MAIN ST","MARYVILLE","MO",64468,"NODAWAY","0.54","1.21","1.01","No Penalty","No Penalty","0.03"
"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","WASHINGTON","MO",63090,"FRANKLIN","0.72","0.23","No Penalty","No Penalty","0.01","0.23"
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","CAMERON","MO",64429,"CLINTON","0.30","0.23","0.03","0.05","0.06","0.10"
"260059","MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE","LEBANON","MO",65536,"LACLEDE","0.53","0.87","2.14","1.16","0.99","0.86"
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","NEVADA","MO",64772,"VERNON","0.33","0.08","0.03","No Penalty","0.21","0.14"
"260062","SAINT LUKES NORTH HOSPITAL","5830 N W BARRY ROAD","KANSAS CITY","MO",64154,"PLATTE","0.54","0.83","0.28","0.38","0.16","0.44"
"260064","SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","620 E MONROE","MEXICO","MO",65265,"AUDRAIN","No Penalty","0.12","0.10","0.05","No Penalty","0.19"
"260065","MERCY HOSPITAL SPRINGFIELD","1235 E CHEROKEE","SPRINGFIELD","MO",65804,"GREENE","0.21","0.54","1.53","1.16","0.04","No Penalty"
"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","COLUMBIA","MO",65201,"BOONE","No Penalty","0.09","0.05","No Penalty","0.02","0.07"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","HAYTI","MO",63851,"PEMISCOT","2.25","2.35","2.73","2.99","2.03","0.96"
"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE","MOBERLY","MO",65270,"RANDOLPH","1.13","1.30","0.48","0.74","0.91","0.09"
"260077","MERCY HOSPITAL SOUTH","10010 KENNERLY ROAD","SAINT LOUIS","MO",63128,"ST. LOUIS","1.66","2.02","2.34","1.17","1.14","1.18"
"260078","OZARKS MEDICAL CENTER","1100 KENTUCKY AVE","WEST PLAINS","MO",65775,"HOWELL","0.30","0.13","0.08","0.04","0.25","0.66"
"260080","SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY","109 PLUM ST","DONIPHAN","MO",63935,"RIPLEY","0.23","0.07","No Penalty","0.71","0.43","1.03"
"260081","SSM HEALTH ST CLARE HOSPITAL - FENTON","1015 BOWLES","FENTON","MO",63026,"JEFFERSON","0.10","0.02","0.41","0.48","0.55","0.95"
"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","KANSAS CITY","MO",64114,"JACKSON","0.62","0.97","1.47","1.01","1.00","0.61"
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 CLAYTON RD","RICHMOND HEIGHTS","MO",63117,"ST. LOUIS","0.59","0.38","0.30","0.15","0.12","No Penalty"
"260094","COX MEDICAL CENTER BRANSON","525 BRANSON LANDING BLVD, PO BOX 650","BRANSON","MO",65615,"TANEY","0.14","0.05","0.47","0.51","0.64","No Penalty"
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","INDEPENDENCE","MO",64057,"JACKSON","0.70","1.74","2.27","3.00","3.00","2.93"
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","NORTH KANSAS CITY","MO",64116,"CLAY","0.06","0.05","0.11","2.26","2.55","2.42"
"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","WARRENSBURG","MO",64093,"JOHNSON","3.00","2.84","1.70","No Penalty","0.17","No Penalty"
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","KANSAS CITY","MO",64139,"JACKSON","0.03","0.01","No Penalty","0.14","0.02","1.15"
"260104","SSM HEALTH DEPAUL HOSPITAL ST LOUIS","12303 DEPAUL DRIVE","BRIDGETON","MO",63044,"ST. LOUIS","0.47","0.52","0.39","0.52","0.32","0.18"
"260105","SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","SAINT LOUIS","MO",63110,"ST. LOUIS CITY","0.16","0.12","0.07","0.17","0.13","0.32"
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","TOWN AND COUNTRY","MO",63131,"ST. LOUIS","0.20","0.14","0.60","0.94","0.74","0.20"
"260110","SOUTHEASTHEALTH","1701 LACEY ST","CAPE GIRARDEAU","MO",63701,"CAPE GIRARDEAU","0.39","0.87","0.76","0.69","0.52","0.87"
"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","SIKESTON","MO",63801,"SCOTT","0.73","0.64","0.19","0.23","0.19","0.17"
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD","POPLAR BLUFF","MO",63901,"BUTLER","1.11","0.50","1.21","1.19","0.98","0.92"
