SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
PRODINCOM_G2C,Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per hour worked,CAN,Canada,2012,2012,PC_PNT,Percentage points,0,Units,,,-25.571565,,
PRODINCOM_G2C,Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per hour worked,CAN,Canada,2013,2013,PC_PNT,Percentage points,0,Units,,,-23.858514,,
PRODINCOM_G2C,Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per hour worked,CAN,Canada,2014,2014,PC_PNT,Percentage points,0,Units,,,-22.710469,,
PRODINCOM_G2C,Levels of GDP per capita and labour productivity - Percentage gap with respect to US GDP per hour worked,CAN,Canada,2015,2015,PC_PNT,Percentage points,0,Units,,,-26.190873,,
PISA_T1K,Mean scores on the reading scale in PISA 2012: women,CAN,Canada,2012,2012,AVSCORE,Average score,0,Units,,,540.65676,,
TEACHERS_T1C,Teachersâ€™salary after 10 years of experience,CAN,Canada,2013,2013,USD,US Dollar,0,Units,,,63557.104,,
DOCTOR_G3, Medical graduates,CAN,Canada,2011,2011,100000HAB,Per 100 000 inhabitants,0,Units,,,7.36,,
DOCTOR_G3, Medical graduates,CAN,Canada,2012,2012,100000HAB,Per 100 000 inhabitants,0,Units,,,7.61,,
DOCTOR_G3, Medical graduates,CAN,Canada,2013,2013,100000HAB,Per 100 000 inhabitants,0,Units,,,7.56,,
DOCTOR_G3, Medical graduates,CAN,Canada,2014,2014,100000HAB,Per 100 000 inhabitants,0,Units,,,7.87,,
DOCTOR_G3, Medical graduates,CAN,Canada,2015,2015,100000HAB,Per 100 000 inhabitants,0,Units,,,7.85,,
NURSE_G3, Nursing graduates,CAN,Canada,2011,2011,100000HAB,Per 100 000 inhabitants,0,Units,,,55.48,,
NURSE_G3, Nursing graduates,CAN,Canada,2012,2012,100000HAB,Per 100 000 inhabitants,0,Units,,,57.64,,
NURSE_G3, Nursing graduates,CAN,Canada,2013,2013,100000HAB,Per 100 000 inhabitants,0,Units,,,56.68,,
NURSE_G3, Nursing graduates,CAN,Canada,2015,2015,100000HAB,Per 100 000 inhabitants,0,Units,,,58.51,,
AGEDPOPGEO_G3A,Elderly dependency rate in urban regions,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,20.7,,
AGEDPOPGEO_G3B,Elderly dependency rate,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,23,,
AGEDPOPGEO_G3C,Elderly dependency rate in rural regions,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,27.2,,
TERTIARY_T1C,Population aged 25-34 in upper secondary or post-secondary non-tertiary,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,57.725277,,
TERTIARY_T1D,Population aged 25-64 below upper secondary,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,10.011459,,
TEACHERS_T1D,Teachersâ€™salary after 15 years of experience,CAN,Canada,2013,2013,USD,US Dollar,0,Units,,,66702.022,,
PISA_T1L,Standard error on the reading scale in PISA 2012: women,CAN,Canada,2012,2012,SE,Standard-error,0,Units,,,2.1053004,,
PISA_T1A,Mean scores on the science scale in PISA 2012: men,CAN,Canada,2012,2012,AVSCORE,Average score,0,Units,,,526.87461,,
TEACHERS_T1E,Teachersâ€™salary at top of scale,CAN,Canada,2013,2013,USD,US Dollar,0,Units,,,66702.022,,
EDUTEREXPND_T1E,Change in expenditure in tertiary education,CAN,Canada,2012,2012,IDX,Index,0,Units,2005_100,2005=100,112.98147,,
TERTIARY_T1E,Population aged 25-64 below upper secondary,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,36.373581,,
TERTIARY_T1F,Population aged 25-64 in upper secondary or post-secondary non-tertiary,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,53.61496,,
PISA_T1B,Standard error on the science scale in PISA 2012: men,CAN,Canada,2012,2012,SE,Standard-error,0,Units,,,2.4082112,,
PISA_T1C,Mean scores on the science scale in PISA 2012: women,CAN,Canada,2012,2012,AVSCORE,Average score,0,Units,,,524.0525,,
NETMIGR_T1G,Permanent inflows by category of entry: total,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,249292,,
NETMIGR_T1G,Permanent inflows by category of entry: total,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,258347,,
NETMIGR_T1G,Permanent inflows by category of entry: total,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,262773,,
NETMIGR_T1G,Permanent inflows by category of entry: total,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,261377,,
NETMIGR_T1G,Permanent inflows by category of entry: total,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,275852,,
EXEDULV_T1H,Public expenditure per student in primary; secondary and post-secondary non-tertiary education as a percentage of total expenditures,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,91.029721,,
PISA_T1D,Standard error on the science scale in PISA 2012: women,CAN,Canada,2012,2012,SE,Standard-error,0,Units,,,1.9684338,,
PISA_T1E,Mean scores on the mathematics scale in PISA 2012: men,CAN,Canada,2012,2012,AVSCORE,Average score,0,Units,,,523.15391,,
PISA_T1F,Standard error on the mathematics scale in PISA 2012: men,CAN,Canada,2012,2012,SE,Standard-error,0,Units,,,2.1412467,,
EVOPOP_T1,Population levels,CAN,Canada,2011,2011,HAB,Inhabitants,3,Thousands,,,34483.98,,
EVOPOP_T1,Population levels,CAN,Canada,2012,2012,HAB,Inhabitants,3,Thousands,,,34880.49,B,Break
EVOPOP_T1,Population levels,CAN,Canada,2013,2013,HAB,Inhabitants,3,Thousands,,,35154,,
EVOPOP_T1,Population levels,CAN,Canada,2014,2014,HAB,Inhabitants,3,Thousands,,,35540,,
PISA_T1H,Standard error on the mathematics scale in PISA 2012: women,CAN,Canada,2012,2012,AVSCORE,Average score,0,Units,,,2.0518848,,
MIGFORPOP_T1A,Foreign-born population,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,19.649,,
MIGFORPOP_T1A,Foreign-born population,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,19.821,,
MIGFORPOP_T1A,Foreign-born population,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,19.993,,
MIGFORPOP_T1B,Foreign population,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,5.675,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,91802,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,92583,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,83483,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,86970,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,93710,,
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,27880,,
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,23098,,
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,24139,,
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,24068,,
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,32111,,
NETMIGR_T1D,Permanent inflows by category of entry: family,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,56989,,
NETMIGR_T1D,Permanent inflows by category of entry: family,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,65497,,
NETMIGR_T1D,Permanent inflows by category of entry: family,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,83379,,
NETMIGR_T1D,Permanent inflows by category of entry: family,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,67714,,
NETMIGR_T1D,Permanent inflows by category of entry: family,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,69499,,
NETMIGR_T1A,Permanent inflows by category of entry: work,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,64318,,
NETMIGR_T1A,Permanent inflows by category of entry: work,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,68207,,
NETMIGR_T1A,Permanent inflows by category of entry: work,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,64754,,
NETMIGR_T1A,Permanent inflows by category of entry: work,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,78070,,
NETMIGR_T1A,Permanent inflows by category of entry: work,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,76688,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,CAN,Canada,2011,2011,PER,Persons,3,Thousands,,,8303,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,CAN,Canada,2012,2012,PER,Persons,3,Thousands,,,8962,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,CAN,Canada,2013,2013,PER,Persons,3,Thousands,,,7018,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,CAN,Canada,2014,2014,PER,Persons,3,Thousands,,,4555,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,CAN,Canada,2015,2015,PER,Persons,3,Thousands,,,3844,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,55.9,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,56.6,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,56.3,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,56.7,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,55.1,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,83.6,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,83.3,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,83.6,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,83.2,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,83.4,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,77,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,77.2,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,77.5,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,77.2,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,77.2,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,52.7,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,55.2,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,57.4,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,52.8,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,56.3,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,76.3,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,77.3,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,77.6,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,77.6,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,77.9,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,72,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,73.2,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,73.8,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,73.3,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,73.9,,
MIGUNEMP_T1A,Unemployment rates of native-born populations: Men,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,7.626,,
MIGUNEMP_T1A,Unemployment rates of native-born populations: Men,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,7.5,,
MIGUNEMP_T1B,Unemployment rates of foreign-born populations: Men,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,8.331,,
MIGUNEMP_T1B,Unemployment rates of foreign-born populations: Men,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,7.4,,
MIGUNEMP_T1C,Unemployment rates of native-born populations: Women,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,6.369,,
MIGUNEMP_T1C,Unemployment rates of native-born populations: Women,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,5.9,,
MIGUNEMP_T1D,Unemployment rates of foreign-born populations: Women,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,8.618,,
MIGUNEMP_T1D,Unemployment rates of foreign-born populations: Women,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,8.4,,
MIGUNEMP_T1E,Unemployment rates of native-born populations: Total,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,7.028,,
MIGUNEMP_T1E,Unemployment rates of native-born populations: Total,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,6.7,,
MIGUNEMP_T1F,Unemployment rates of foreign-born populations: Total,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,8.468,,
MIGUNEMP_T1F,Unemployment rates of foreign-born populations: Total,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,7.9,,
EVOGDP_T1,Real GDP growth,CAN,Canada,2011,2011,GRWH,Growth rate,0,Units,,,3.146867,,
EVOGDP_T1,Real GDP growth,CAN,Canada,2012,2012,GRWH,Growth rate,0,Units,,,1.7622924,,
EVOGDP_T1,Real GDP growth,CAN,Canada,2013,2013,GRWH,Growth rate,0,Units,,,2.3301748,,
EVOGDP_T1,Real GDP growth,CAN,Canada,2014,2014,GRWH,Growth rate,0,Units,,,2.8684139,,
EVOGDP_T1,Real GDP growth,CAN,Canada,2015,2015,GRWH,Growth rate,0,Units,,,0.68991979,,
INVRATES_T1,Gross fixed capital formation,CAN,Canada,2011,2011,GRWH,Growth rate,0,Units,,,4.637088,,
INVRATES_T1,Gross fixed capital formation,CAN,Canada,2012,2012,GRWH,Growth rate,0,Units,,,4.886234,,
INVRATES_T1,Gross fixed capital formation,CAN,Canada,2013,2013,GRWH,Growth rate,0,Units,,,1.448748,,
INVRATES_T1,Gross fixed capital formation,CAN,Canada,2014,2014,GRWH,Growth rate,0,Units,,,2.250227,,
INVRATES_T1,Gross fixed capital formation,CAN,Canada,2015,2015,GRWH,Growth rate,0,Units,,,-5.209796,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,1.7138329,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,1.7600449,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,1.8420977,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,1.5220277,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,1.8347871,,
VALADDAC_T1B,Value added in industry; including energy,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,22.036313,,
VALADDAC_T1B,Value added in industry; including energy,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,20.973239,,
VALADDAC_T1B,Value added in industry; including energy,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,20.837907,,
VALADDAC_T1B,Value added in industry; including energy,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,21.384124,,
VALADDAC_T1B,Value added in industry; including energy,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,18.540452,,
VALADDAC_T1C,Value added in construction,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,7.3389848,,
VALADDAC_T1C,Value added in construction,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,7.9106771,,
VALADDAC_T1C,Value added in construction,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,8.0075376,,
VALADDAC_T1C,Value added in construction,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,8.0280574,,
VALADDAC_T1C,Value added in construction,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,8.0608292,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,16.743205,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,16.940088,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,16.956324,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,16.979605,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,17.395492,,
VALADDAC_T1E,Value added in Information and communication,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,4.4606453,,
VALADDAC_T1E,Value added in Information and communication,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,4.4918747,,
VALADDAC_T1E,Value added in Information and communication,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,4.4228238,,
VALADDAC_T1E,Value added in Information and communication,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,4.4214271,,
VALADDAC_T1E,Value added in Information and communication,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,4.5245016,,
VALADDAC_T1F,Value added in financial and insurance activities,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,7.0641106,,
VALADDAC_T1F,Value added in financial and insurance activities,CAN,Canada,2012,2012,PC,Percentage,0,Units,,,6.8200788,,
VALADDAC_T1F,Value added in financial and insurance activities,CAN,Canada,2013,2013,PC,Percentage,0,Units,,,6.9370413,,
VALADDAC_T1F,Value added in financial and insurance activities,CAN,Canada,2014,2014,PC,Percentage,0,Units,,,7.055454,,
VALADDAC_T1F,Value added in financial and insurance activities,CAN,Canada,2015,2015,PC,Percentage,0,Units,,,7.4373017,,
VALADDAC_T1G,Value added in real estate activities,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,11.340039,,
